countrynewwb;codewb;year;pop_adult;regionwb;incomegroup;group;group2;account;fiaccount;mobileaccount;borrow_money;dig_acc;saved fo old age;borrowed from fam and fri;envio remesa nacional;recibio_remesa_nacional;recibio_remesa_digital;recibio_transferencia_gobierno;recibio_pension_publica;retiro_dinero_cuenta;cuenta_inactiva;pagos_comercio_digital;ahorro_total
Canada;CAN;2017;30253020;High income;High income;gender;women;998528004;998528004;NA;887602575;NA;NA;130329691;NA;NA;NA;347125108;0.263770456;836494452;;NA;785566952
Chile;CHL;2017;14675996;High income;High income;gender;men;777538707;773949374;0.214932626;470820481;NA;NA;1562312;NA;NA;NA;151199269;0.114064683;288392392;;NA;549027154
Chile;CHL;2017;14675996;High income;High income;gender;women;712737912;706224989;0.16121255;438252919;NA;NA;14786372;NA;NA;NA;289273027;0.164722332;307569677;;NA;440043738
Colombia;COL;2017;36092425;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;494469708;487973032;NA;46466279;NA;NA;199359749;NA;NA;NA;12898834;NA;182213797;;NA;450467176
Colombia;COL;2017;36092425;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;424744313;414077087;NA;366959878;NA;NA;210005957;NA;NA;NA;131000494;NA;100699917;;NA;331589907
Costa Rica;CRI;2017;3790388;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;75461355;75461355;NA;401512292;NA;NA;159947088;NA;NA;NA;90770266;0.144814709;172863704;;NA;659233867
Costa Rica;CRI;2017;3790388;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;608790616;608790616;NA;313685438;NA;NA;137227442;NA;NA;NA;167917125;0.07486789;10767222;;NA;504665523
Dominican Republic;DOM;2017;7508555;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;583558714;562278587;NA;549148871;NA;NA;225491656;NA;NA;NA;124260314;NA;186452239;;NA;556006931
Dominican Republic;DOM;2017;7508555;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;541428378;533519179;NA;473718733;NA;NA;160766694;NA;NA;NA;138447526;NA;142322705;;NA;482155416
Ecuador;ECU;2017;11800828;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;602360646;598998936;NA;392013392;NA;NA;157036053;NA;NA;NA;;NA;;;NA;41731688
Ecuador;ECU;2017;11800828;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;426063378;4218766;NA;249416302;NA;NA;108219685;NA;NA;NA;;NA;;;NA;263922505
El Salvador;SLV;2017;4464670;Latin America & Caribbean (excluding high income);Lower middle income;gender;men;375771422;363407382;NA;259862504;NA;NA;;NA;NA;NA;;NA;;;NA;401291033
El Salvador;SLV;2017;4464670;Latin America & Caribbean (excluding high income);Lower middle income;gender;women;243799601;235440093;NA;197894219;NA;NA;;NA;NA;NA;;NA;;;NA;361188348
Guatemala;GTM;2017;10430246;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;463569655;463569655;NA;337068008;NA;NA;127930077;NA;NA;NA;;NA;;;NA;473037526
Guatemala;GTM;2017;10430246;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;42086281;410010958;NA;312329064;NA;NA;133274957;NA;NA;NA;;NA;;;NA;377214998
Haiti;HTI;2017;7048972;Latin America & Caribbean (excluding high income);Lower middle income;gender;men;353547214;293041055;0.158697161;40868566;NA;NA;247258937;NA;NA;NA;;NA;;;NA;453755173
Haiti;HTI;2017;7048972;Latin America & Caribbean (excluding high income);Lower middle income;gender;women;300456131;271382343;0.11300607;385778145;NA;NA;18150306;NA;NA;NA;;NA;;;NA;428045862
Honduras;HND;2017;6185475;Latin America & Caribbean (excluding high income);Lower middle income;gender;men;502408207;469963473;NA;374072113;NA;NA;171359918;NA;NA;NA;;NA;;;NA;503976806
Honduras;HND;2017;6185475;Latin America & Caribbean (excluding high income);Lower middle income;gender;women;409506881;393107576;NA;30274618;NA;NA;128218492;NA;NA;NA;;NA;;;NA;33937559
Mexico;MEX;2017;88534114;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;39581853;37219794;NA;344648792;NA;NA;15944844;NA;NA;NA;86472358;NA;;;NA;486500178
Mexico;MEX;2017;88534114;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;328661863;32291639;NA;287600966;NA;NA;120778318;NA;NA;NA;161228696;NA;;;NA;320027803
Nicaragua;NIC;2017;4249427;Latin America & Caribbean (excluding high income);Lower middle income;gender;men;374221278;351934573;NA;303740744;NA;NA;104660238;NA;NA;NA;;NA;;;NA;483651526
Nicaragua;NIC;2017;4249427;Latin America & Caribbean (excluding high income);Lower middle income;gender;women;247925286;221778798;NA;29095976;NA;NA;100366954;NA;NA;NA;;NA;;;NA;414566199
Panama;PAN;2017;2915245;High income;High income;gender;men;508590416;501444263;NA;33592591;NA;NA;125254939;NA;NA;NA;156533903;NA;;;NA;553663789
Panama;PAN;2017;2915245;High income;High income;gender;women;423393451;417074787;NA;282281952;NA;NA;83725511;NA;NA;NA;209153374;NA;;;NA;417435723
Paraguay;PRY;2017;4382299;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;512244106;329226583;0.309488006;392231935;NA;NA;200942623;NA;NA;NA;;NA;;;NA;30658062
Paraguay;PRY;2017;4382299;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;460494493;292108797;0.267988058;321901324;NA;NA;181086947;NA;NA;NA;;NA;;;NA;235057407
Peru;PER;2017;22473210;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;509729838;505701989;NA;413855447;NA;NA;18619698;NA;NA;NA;;NA;15706895;;NA;474695566
Peru;PER;2017;22473210;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;344352169;340127205;NA;316389188;NA;NA;133528269;NA;NA;NA;;NA;75399215;;NA;329964203
United States;USA;2017;261470917;High income;High income;gender;men;935703395;935703395;NA;776078284;NA;NA;124636107;NA;NA;NA;263104794;0.142637233;68001783;;NA;833081961
United States;USA;2017;261470917;High income;High income;gender;women;926862457;926862457;NA;772608278;NA;NA;179550885;NA;NA;NA;304462636;0.156923938;632717579;;NA;754881752
Uruguay;URY;2017;2670291;High income;High income;gender;men;676058494;676058494;NA;533131528;NA;NA;130323764;NA;NA;NA;149346613;0.091013582;388521452;;NA;404563137
Uruguay;URY;2017;2670291;High income;High income;gender;women;606288371;606288371;NA;540941454;NA;NA;116196089;NA;NA;NA;232239939;0.110411038;420975923;;NA;34498994
Venezuela, RB;VEN;2017;22179490;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;773059434;767301141;0.140626791;501782797;NA;NA;177044112;NA;NA;NA;9382078;0.075435647;352605177;;NA;450162715
Venezuela, RB;VEN;2017;22179490;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;700380102;700380102;0.081660562;389709604;NA;NA;177399785;NA;NA;NA;129413959;0.129658323;230328786;;NA;38289482
Argentina;ARG;2021;34481880;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;695619457;658853273;0.369361219;515599839;NA;NA;200977936;0.19442185;0.15926485;NA;121541252;NA;343514019;;0.475012673;502365575
Argentina;ARG;2021;34481880;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;737532007;667785464;0.331774729;515616901;NA;NA;314989264;0.112338302;0.157669498;NA;180615964;NA;232621405;;0.418408771;26854372
Bolivia;BOL;2021;8150856;Latin America & Caribbean (excluding high income);Lower middle income;gender;men;740406786;729068711;0.160642492;487635093;NA;NA;300193725;0.26595986;0.25167873;0.144817422;287544934;0.125741408;146520565;;0.177156131;577942219
Bolivia;BOL;2021;8150856;Latin America & Caribbean (excluding high income);Lower middle income;gender;women;63289646;626007214;0.095784099;475063065;NA;NA;314036477;0.170356804;0.192893378;0.095662395;297057414;0.102255829;10465699;;0.122914565;540418429
Brazil;BRA;2021;165349748;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;870474204;864401769;0.302943215;643989323;NA;NA;238306057;0.289204543;0.228819117;0.128758807;278297384;0.087334065;471708562;;0.62456417;539201865
Brazil;BRA;2021;165349748;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;808668081;805359705;0.234518247;528226647;NA;NA;255122462;0.177696689;0.180927462;0.122401698;319034847;0.130983309;3334264;;0.418496655;381601
Canada;CAN;2021;31991096;High income;High income;gender;men;997677887;997677887;NA;864582882;NA;NA;123151809;NA;NA;NA;30994779;0.215083429;820510511;;NA;802553783
Canada;CAN;2021;31991096;High income;High income;gender;women;99505553;99505553;NA;858040292;NA;NA;156259352;NA;NA;NA;306234866;0.280866026;834049479;;NA;761060505
Chile;CHL;2021;15803947;High income;High income;gender;men;875634371;875634371;NA;480435656;NA;NA;217281204;0.267974932;0.278833968;NA;529212437;0.108890429;26949787;;NA;634954404
Chile;CHL;2021;15803947;High income;High income;gender;women;866153009;866153009;NA;398161277;NA;NA;198060097;0.229882221;0.279464865;NA;642652935;0.124259095;219012135;;NA;53269729
Colombia;COL;2021;39661157;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;635124352;60513652;0.216564103;513226588;NA;NA;26856412;0.232191014;0.20829266;NA;123932961;NA;169281703;;0.238027047;364275427
Colombia;COL;2021;39661157;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;562042923;517156361;0.218678768;453811513;NA;NA;31132845;0.208309571;0.220552714;NA;274232232;NA;97560452;;0.172623342;277103677
Costa Rica;CRI;2021;3990389;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;763350424;763350424;NA;428354507;NA;NA;211441504;0.285620562;0.279308727;NA;96399629;NA;194014624;;0.462543969;549627822
Costa Rica;CRI;2021;3990389;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;610813329;610813329;NA;330391287;NA;NA;194730271;0.129657428;0.180457669;NA;122538623;NA;9126722;;0.318265881;401256052
Dominican Republic;DOM;2021;7960918;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;536955232;515961026;NA;436140575;NA;NA;258100792;0.207327475;0.303233812;NA;156042383;NA;113964833;;0.154461676;414534793
Dominican Republic;DOM;2021;7960918;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;489606589;475474917;NA;465369463;NA;NA;236176298;0.156587001;0.271391054;NA;154775845;NA;99176932;;0.110189088;336832877
Ecuador;ECU;2021;12914981;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;705870465;705870465;NA;539061394;NA;NA;29698289;0.219214472;0.222222027;NA;;NA;203117014;11298853;0.226173396;471724653
Ecuador;ECU;2021;12914981;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;579452403;579452403;NA;404866966;NA;NA;278952257;0.105947706;0.196392555;NA;;NA;94497954;91851977;0.093180941;306939507
El Salvador;SLV;2021;4592875;Latin America & Caribbean (excluding high income);Lower middle income;gender;men;447976506;409147216;0.120277009;29926851;NA;NA;158802615;NA;0.150692281;NA;260710834;NA;;;NA;479371356
El Salvador;SLV;2021;4592875;Latin America & Caribbean (excluding high income);Lower middle income;gender;women;292329768;231715435;0.100987335;297260915;NA;NA;174349635;NA;0.129324401;NA;212225773;NA;;;NA;312712054
Guatemala;GTM;2022;11489738;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;399298209;379760407;NA;327919144;NA;NA;230563365;NA;0.103926718;NA;;NA;;;NA;359038897
Guatemala;GTM;2022;11489738;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;343454256;320626516;NA;307420943;NA;NA;215977022;NA;0.116206857;NA;;NA;;;NA;294444328
Honduras;HND;2021;6863097;Latin America & Caribbean (excluding high income);Lower middle income;gender;men;485568647;428298082;NA;454947293;NA;NA;327638435;0.158711786;0.244543897;NA;;NA;;;NA;335940992
Honduras;HND;2021;6863097;Latin America & Caribbean (excluding high income);Lower middle income;gender;women;288504573;263513648;NA;311313071;NA;NA;204319349;0.085826503;0.151787986;NA;;NA;;;NA;24849405
Jamaica;JAM;2021;2248537;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;751055911;738239949;0.126623875;337122797;NA;NA;208085883;0.242995421;0.348349085;0.159637194;;NA;107449885;88779182;0.266638515;66546747
Jamaica;JAM;2021;2248537;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;715532327;715532327;0.126579464;299935489;NA;NA;192457852;0.146873741;0.271778579;0.14413127;;NA;128473829;146647868;0.231023492;605249062
Mexico;MEX;2022;93851214;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;562709551;540508782;0.204208145;354383762;NA;NA;189680255;0.160065499;0.181235364;0.120876001;93370069;NA;150743323;;0.352830139;421977545
Mexico;MEX;2022;93851214;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;42303727;391129213;0.160567341;350265147;NA;NA;202353813;0.106738853;0.143386537;0.087224509;115518394;NA;77145661;;0.237681241;335894918
Nicaragua;NIC;2021;4567953;Latin America & Caribbean (excluding high income);Lower middle income;gender;men;309396899;284804607;NA;403383594;NA;NA;276196116;NA;0.200075203;NA;;NA;;;NA;394071334
Nicaragua;NIC;2021;4567953;Latin America & Caribbean (excluding high income);Lower middle income;gender;women;215666504;183774441;NA;364595832;NA;NA;202132311;NA;0.184622401;NA;;NA;;;NA;352071192
Panama;PAN;2021;3160275;High income;High income;gender;men;469461469;469461469;NA;293207178;NA;NA;17537714;0.184321807;0.221831222;NA;18135905;NA;;;NA;381162739
Panama;PAN;2021;3160275;High income;High income;gender;women;431090222;431090222;NA;295708321;NA;NA;175269123;0.147220117;0.203908359;NA;19838971;NA;;;NA;373750666
Paraguay;PRY;2021;4679787;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;534881765;247077306;0.374666723;335848447;NA;NA;21314334;0.140612335;0.182507049;0.090943645;14777206;NA;;;NA;229499008
Paraguay;PRY;2021;4679787;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;553486349;294519086;0.379341522;360788855;NA;NA;230739422;0.172680226;0.230003642;0.134658842;192104586;NA;;;NA;234914536
Peru;PER;2021;24463530;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;623240756;615193634;0.20196321;437008922;NA;NA;248067062;0.249016064;0.264966967;0.14659766;192291888;NA;149793717;;0.262290115;422276424
Peru;PER;2021;24463530;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;530286765;513903087;0.089261416;393696135;NA;NA;219719074;0.183957711;0.232651735;0.114926866;250377133;NA;109703312;;0.177302117;276741785
United States;USA;2021;270549658;High income;High income;gender;men;930887142;930887142;NA;760005348;NA;NA;153344093;NA;NA;NA;310069925;0.150301625;656349929;;NA;809120562
United States;USA;2021;270549658;High income;High income;gender;women;967918915;967918915;NA;763539679;NA;NA;207969752;NA;NA;NA;288530152;0.123203497;677459376;;NA;763472699
Uruguay;URY;2021;2725712;High income;High income;gender;men;723503945;723503945;NA;529282203;NA;NA;155486989;NA;NA;NA;208978372;NA;354653055;;NA;387827992
Uruguay;URY;2021;2725712;High income;High income;gender;women;757269635;757269635;NA;583467253;NA;NA;194307261;NA;NA;NA;268751967;NA;375265975;;NA;370508813
Venezuela, RB;VEN;2021;20527738;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;890619067;884746832;0.38229596;49874282;NA;NA;401089746;0.329296712;0.401284932;0.301276286;183953067;0.148429117;229369888;;0.760881652;47643109
Venezuela, RB;VEN;2021;20527738;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;796660056;795339629;0.22287554;380317628;NA;NA;294317084;0.196813485;0.368229469;0.258844603;200779754;0.216091778;140810362;;0.584032122;267802419
Argentina;ARG;2024;35433130;Latin America & Caribbean (excluding high income);Upper middle income;gender;men;789395531;68401531;0.583533395;563411594;0.69191236;NA;276160187;0.239372824;0.218995496;0.152410772;92561681;NA;301043111;;0.592399162;520883275
Argentina;ARG;2024;35433130;Latin America & Caribbean (excluding high income);Upper middle income;gender;women;842497433;769166873;0.55297901;559697106;0.731983974;NA;21749383;0.16407078;0.161619242;0.119031609;182096813;NA;297392692;;0.610453897;444419996
